month,행정동코드,성별,연령대,총인구,1인가구수,야간상주지 변경횟수 평균,주간상주지 변경횟수 평균,평균 출근 소요시간 평균,평균 근무시간 평균,소액결재 사용횟수 평균,소액결재 사용금액 평균,최근 3개월 내 요금 연체 비율,카카오톡 비사용 인구수,SNS 사용횟수,평균 통화량,평균 문자량,평균 통화대상자 수,평균 문자대상자 수,데이터 사용량,평일 총 이동 횟수,휴일 총 이동 횟수 평균,집 추정 위치 평일 총 체류시간,집 추정 위치 휴일 총 체류시간,평일 총 이동 거리 합계,휴일 총 이동 거리 합계,지하철이동일수 합계,게임 서비스 사용일수,금융 서비스 사용일수,쇼핑 서비스 사용일수,동영상/방송 서비스 사용일수,유튜브 사용일수,넷플릭스 사용일수,배달 서비스 사용일수,배달_브랜드 서비스 사용일수,배달_식재료 서비스 사용일수
03,1114000000,0,40,11453,2720,57.34,76.99000000000001,2325.81,16701.84,72.49000000000001,199016.69,483.95000000000005,779.38,1.21,2133.96,379.34000000000003,566.5699999999999,187.07,209.93,592.8199999999999,235.09,18473855.25,5888450.0600000005,21460.379999999997,11048.279999999999,287.34,1818.4,3548.1400000000003,4547.76,890.26,-1.81,-8.82,461.19000000000005,88.95,36.74
03,1114000000,0,50,10781,1929,55.45,75.66,2286.77,16282.31,70.42,175482.25,445.54,687.72,-0.78,1920.8,395.4,582.57,182.76999999999998,116.5,566.8299999999999,233.7,19026492.22,5999126.779999999,20310.71,10957.54,275.05,1455.35,2433.26,3028.63,737.46,-3.21,-13.55,343.32,80.5,30.06
03,1114000000,0,60,6959,1538,52.370000000000005,73.36,2179.87,16058.150000000001,52.56,156200.39,325.9,441.38,-1.4000000000000001,1600.1100000000001,401.78999999999996,513.45,159.73,66.12,507.78,215.39000000000001,20131822.61,6442536.4,16336.919999999998,9092.18,261.16999999999996,1223.1399999999999,1512.4299999999998,1785.29,592.94,-4.26,-17.630000000000003,293.9,43.36,20.04
03,1114000000,1,20,10110,3792,69.0,94.25999999999999,1917.21,15955.57,64.75,210661.09999999998,438.69,83.48,2.68,2168.79,315.58000000000004,247.39,132.92000000000002,259.49,542.49,242.45,18204848.42,5675522.65,17228.55,10942.73,272.5,1172.0900000000001,2786.17,4300.03,637.56,4.15,-0.34,493.71,75.38,45.089999999999996
03,1114000000,1,30,10860,3124,58.82,81.33,1830.8,16590.309999999998,72.97,188665.45,577.51,248.72,2.94,1985.53,298.89,367.23,165.07,216.66,562.0699999999999,231.04000000000002,18630297.13,6039998.5,15121.619999999999,9822.43,275.39,1241.1599999999999,3511.4700000000003,5669.9,806.3199999999999,0.33999999999999997,-3.2600000000000002,520.52,75.66,48.42999999999999
03,1114000000,1,40,10644,2346,52.59,78.68,1937.73,15999.920000000002,73.0,212191.86,495.2,439.42,-0.93,2175.26,391.51,425.87,181.25,137.18,513.5699999999999,202.95999999999998,20200313.799999997,6605432.22,13357.64,8419.01,240.38,1266.67,3061.3,5180.280000000001,718.23,-3.95,-8.55,426.49,81.11,46.76
03,1114000000,1,50,11430,1874,50.86,77.75999999999999,1971.24,15987.48,72.08,205828.16,408.82,513.84,-2.48,2346.54,426.06,463.75,175.44,66.59,489.47,201.94,21193045.83,6900424.32,13020.33,8517.09,228.57,1174.6,2161.43,3440.27,543.95,-5.49,-13.219999999999999,310.32,65.17999999999999,36.739999999999995
03,1114000000,1,60,7890,1754,50.97,75.44,2095.38,15335.060000000001,50.33,173279.66,286.14,456.03999999999996,-2.59,2248.77,369.95,433.67999999999995,139.76,43.83,436.3,182.91,22280294.27,7200876.279999999,10629.5,7034.290000000001,213.83999999999997,1144.3600000000001,1331.31,2057.72,440.76,-5.86,-17.39,316.4,43.62,30.06
03,1117000000,0,20,15363,4555,73.52000000000001,115.06,2159.33,16437.24,73.84,242949.12,557.32,177.69,4.4,2411.99,322.42999999999995,322.65,131.42,406.92999999999995,575.74,261.98,20499755.439999998,6241412.48,18889.34,10824.61,311.98,2283.38,3192.99,4053.93,921.94,8.8,-1.9700000000000002,537.3,87.78999999999999,30.06
03,1117000000,0,30,20144,6020,60.29,84.72999999999999,2010.84,17445.449999999997,77.53,210328.24,630.02,699.25,5.75,2493.05,354.07,560.14,198.79,323.53,721.8599999999999,285.68,18544453.48,5984893.33,23471.989999999998,12602.099999999999,371.65,1954.48,4148.23,5249.82,976.72,4.78,-3.0300000000000002,575.78,90.33,50.099999999999994
03,1117000000,0,40,19754,3788,54.019999999999996,76.16,2194.58,17261.63,77.06,191056.41999999998,544.86,1180.29,2.31,2443.48,368.76,616.12,205.92000000000002,229.71,724.59,270.91999999999996,18881081.240000002,6180586.48,24940.47,12106.93,354.96000000000004,1885.9,3945.45,5184.55,981.1800000000001,0.65,-7.48,460.02,90.37,48.42999999999999
03,1117000000,0,50,17246,2312,51.82,72.13,2291.4700000000003,16785.010000000002,67.03,183024.74,481.22,1062.14,-0.13,2151.6800000000003,423.39,615.5699999999999,203.81,121.96,714.7,265.65999999999997,19609840.16,6470886.6,26312.309999999998,12508.8,347.8,1563.74,2886.84,3546.71,789.24,-2.11,-13.379999999999999,346.47,92.44999999999999,36.739999999999995
03,1117000000,0,60,10691,1809,49.76,72.25,2256.01,15910.48,65.27000000000001,155050.08000000002,340.21,578.72,-1.48,1844.9,418.07000000000005,557.21,182.87,65.52000000000001,610.5,243.94,21471060.57,7043849.15,21695.12,10649.48,313.4,1274.33,1665.3799999999999,2018.74,609.9399999999999,-3.73,-18.189999999999998,252.51999999999998,55.98,18.369999999999997
03,1117000000,1,20,16757,5534,64.28999999999999,98.68,1964.58,16262.36,79.03999999999999,231186.96999999997,487.28,90.67,2.5100000000000002,2225.2200000000003,365.83,260.32,137.19,264.84,613.31,269.97,20120323.380000003,6204248.18,18937.62,11257.529999999999,331.13,1233.88,2877.49,4474.94,658.79,4.76,-0.37999999999999995,503.85,79.06,45.089999999999996
03,1117000000,1,30,19965,5453,56.769999999999996,83.52000000000001,1860.8200000000002,16912.66,78.85,210788.05,657.1700000000001,369.82,2.56,2115.2200000000003,324.79999999999995,398.0,181.58999999999997,217.98000000000002,631.05,258.99,20507650.380000003,6578181.369999999,17361.010000000002,10784.189999999999,337.30999999999995,1245.08,3500.8199999999997,5847.72,797.13,1.48,-2.62,523.45,80.14,53.44
03,1117000000,1,40,19205,3424,49.67,75.73,1939.46,16272.599999999999,80.07,211297.46000000002,571.4100000000001,559.19,-0.7000000000000001,2485.87,405.58000000000004,459.28,198.13,137.38,588.38,234.07,21859954.62,7013056.07,15846.45,10023.53,303.72,1364.33,3279.44,5620.12,747.8900000000001,-1.86,-7.78,439.53,84.09,50.099999999999994
03,1117000000,1,50,18276,2468,48.2,73.74000000000001,1962.1399999999999,16015.18,77.31,210905.72999999998,454.69,611.12,-2.27,2623.56,445.86,477.48,185.37,69.34,569.8299999999999,226.33,22539154.75,7281969.62,15447.66,9290.95,286.79,1220.33,2427.88,3922.24,551.03,-4.0600000000000005,-13.41,329.18,79.79,41.75
03,1117000000,1,60,12476,2226,47.76,74.28999999999999,1935.93,15177.970000000001,63.96,187832.84000000003,332.07,514.54,-3.34,2557.95,382.27,438.45,152.0,41.230000000000004,479.68,200.65,24690498.65,7991171.359999999,12684.189999999999,7851.58,247.45,1148.6799999999998,1345.42,2239.71,449.94,-5.15,-18.22,252.08999999999997,49.95,41.75
03,1120000000,0,20,23825,6769,77.72,124.75,2300.63,17483.18,77.22,237953.52000000002,451.89000000000004,309.48,5.04,2494.13,362.08000000000004,320.28,138.78,423.56,588.71,264.70000000000005,21837596.75,6559168.949999999,19137.85,11443.93,331.90999999999997,2490.8500000000004,3405.8,4190.06,994.66,8.96,-3.05,564.69,92.7,38.41
03,1120000000,0,30,26075,5693,63.88,89.94999999999999,2365.1,18667.54,82.00999999999999,225251.99,645.4,949.46,6.449999999999999,2491.05,367.07,558.44,201.11,355.48,749.78,291.90999999999997,19672406.61,6277817.96,23379.239999999998,12843.99,400.53,2184.42,4586.73,5630.74,1101.21,4.82,-4.25,625.51,94.53999999999999,56.78
03,1120000000,0,40,25071,3776,57.42,78.13,2500.42,18447.57,80.28999999999999,203960.94,555.05,1453.41,2.65,2581.34,396.19,654.15,218.92000000000002,238.14,777.13,277.42,19531543.27,6414637.05,26298.769999999997,12292.009999999998,392.40999999999997,2077.47,4309.99,5513.98,1065.06,0.83,-8.350000000000001,494.67,96.85,55.11
03,1120000000,0,50,23493,2982,56.22,77.27000000000001,2468.75,18206.63,77.6,193147.15000000002,457.64,1323.73,0.64,2250.74,467.6,663.34,210.27999999999997,130.35,747.89,268.86,20304610.490000002,6646355.4399999995,26053.63,12540.810000000001,372.0,1743.67,3113.4300000000003,3659.7799999999997,845.71,-1.8000000000000003,-14.85,371.82,95.78,43.42
03,1120000000,0,60,14134,2149,54.769999999999996,79.52,2430.92,17636.480000000003,67.13,168728.13,352.08000000000004,705.21,-1.4700000000000002,1772.26,462.75,577.46,175.56,66.31,625.9000000000001,247.16000000000003,22973654.259999998,7342147.77,21194.739999999998,10504.98,330.65999999999997,1395.48,1706.46,1972.83,641.6800000000001,-4.1,-20.13,292.67,58.7,33.4
03,1120000000,1,20,22671,6543,68.65,104.26,2172.96,17395.61,82.77,232882.28,484.72,139.78,2.6599999999999997,2439.8,389.64,266.7,147.03,275.81,628.98,272.09000000000003,21293646.979999997,6394696.87,18479.25,11522.71,354.03,1327.8400000000001,3105.7799999999997,4721.42,699.03,4.68,-0.62,547.1899999999999,80.37,56.78
03,1120000000,1,30,25310,4986,62.58,89.78999999999999,2211.8100000000004,17981.7,84.94,221577.15,665.47,443.41,3.2399999999999998,2188.04,338.54999999999995,406.11,190.64999999999998,237.20999999999998,655.0899999999999,268.16,21673370.65,6725457.6899999995,16478.53,11277.42,363.06,1363.3600000000001,3889.0299999999997,6524.4400000000005,850.98,1.65,-2.9,568.0899999999999,84.19,56.78
03,1120000000,1,40,24055,3434,53.18,80.73,2148.01,17208.690000000002,83.47999999999999,220910.05,559.53,717.45,-0.48000000000000004,2589.0,423.85,488.03,210.59,140.89000000000001,608.66,241.31,23273037.409999996,7340785.21,15114.75,9983.29,327.05,1462.71,3651.55,6163.98,785.78,-2.13,-8.32,472.6,88.50999999999999,56.78
03,1120000000,1,50,23884,2944,51.93,78.22999999999999,2146.29,17314.12,79.49000000000001,212220.03999999998,437.48,692.6800000000001,-2.51,2699.5,458.18,481.29,184.35000000000002,68.13,579.69,228.95,24031018.3,7638676.79,14192.84,9731.11,305.96000000000004,1313.0900000000001,2601.9300000000003,4152.3,585.1400000000001,-4.72,-14.879999999999999,336.77,83.9,55.11
03,1120000000,1,60,15347,2538,53.12,82.24,2174.06,16729.35,67.31,175078.77000000002,339.9,612.4,-3.28,2634.75,395.5,441.38,146.86,40.69,484.76,204.31,26184444.31,8215685.63,11028.27,7784.12,264.39,1268.5300000000002,1413.4299999999998,2305.33,472.85,-5.720000000000001,-19.96,275.33000000000004,51.76,53.44
03,1121500000,0,20,32206,10864,67.65,112.91999999999999,1886.0500000000002,15200.83,72.35,218467.76,451.44,363.63,3.98,2171.55,300.83000000000004,282.89,127.13999999999999,359.53999999999996,528.03,236.0,19397173.13,5999790.08,17509.09,10157.5,282.93,2164.61,2957.87,3551.18,843.51,7.949999999999999,-2.89,507.31,86.58000000000001,40.08
03,1121500000,0,30,32482,9557,53.62,82.48,1898.0700000000002,16375.630000000001,72.43,198406.41,582.56,1235.1399999999999,5.85,2192.57,352.26,479.64,179.05,323.49,674.79,255.17000000000002,17463667.83,5790116.43,21838.2,10965.07,353.77,2060.94,4034.97,4918.51,971.56,4.57,-3.99,573.8199999999999,85.22999999999999,50.099999999999994
03,1121500000,0,40,29705,4889,48.04,74.25,2036.02,16188.31,70.02,185428.9,487.1,1547.33,2.35,2140.74,384.34000000000003,559.77,187.23,218.82999999999998,685.38,239.75,17585267.950000003,5932936.63,23968.059999999998,10332.02,342.32,1932.6100000000001,3737.5,4830.17,919.45,1.01,-8.129999999999999,460.84,87.88,48.42999999999999
03,1121500000,0,50,28418,3957,47.97,73.47,2066.45,15907.740000000002,68.43,182281.56,450.14,1423.58,0.47,1949.97,423.5,575.14,180.05,114.27,670.45,238.70999999999998,17773509.1,5965324.4,23875.129999999997,10745.98,329.01,1567.3400000000001,2580.49,3128.2200000000003,745.2,-1.38,-13.92,333.91999999999996,85.66,38.41
03,1121500000,0,60,16615,2647,46.84,73.18,2024.9199999999998,15221.77,62.88,163039.2,318.7,844.49,-1.1,1591.37,390.86,520.65,158.72000000000003,61.53,568.23,223.57,19917410.46,6534288.28,19484.190000000002,9364.83,286.13,1241.08,1427.46,1700.52,560.96,-3.4000000000000004,-18.009999999999998,268.96000000000004,67.71000000000001,25.049999999999997
03,1121500000,1,20,33988,13010,61.14,94.88,1777.4,15389.66,76.4,217793.49,483.16999999999996,192.01999999999998,2.83,2179.8,339.66,231.01999999999998,134.99,257.58,571.4,240.29999999999998,18632987.14,5833301.57,17581.36,10455.86,307.99,1216.22,2866.16,4240.3099999999995,621.39,4.66,-0.09000000000000002,515.53,71.06,50.099999999999994
03,1121500000,1,30,31550,8696,51.07,80.3,1675.25,15856.79,74.4,198240.63,602.73,646.92,3.17,1868.9,285.15,323.73,164.0,225.51,592.8499999999999,232.26999999999998,18954122.049999997,6122268.18,15552.18,9893.52,321.01,1320.01,3593.29,5777.54,784.81,1.66,-2.77,535.3000000000001,75.7,50.099999999999994
03,1121500000,1,40,30580,4796,44.599999999999994,75.42,1694.45,15090.829999999998,74.61,203884.56,489.4,799.65,-0.30000000000000004,2226.69,384.94000000000005,397.52,180.26,133.5,542.4,208.49,20507184.52,6646264.63,13567.849999999999,8612.849999999999,280.18,1377.83,3234.45,5416.71,723.47,-1.74,-7.98,430.02,81.71000000000001,50.099999999999994
03,1121500000,1,50,30176,4269,43.769999999999996,73.91,1679.58,15054.41,74.07,198187.81,409.59,851.15,-2.0,2357.49,437.01,415.80999999999995,163.34,60.21000000000001,531.07,204.88,20928705.59,6812399.59,12443.58,8258.689999999999,266.88,1201.58,2253.46,3575.54,523.03,-3.95,-13.59,308.65,76.36,50.099999999999994
03,1121500000,1,60,18043,3185,43.72,77.49000000000001,1727.25,14213.990000000002,73.09,169561.28999999998,284.57,672.28,-2.71,2387.21,362.44,385.98,130.31,36.29,450.74,182.98000000000002,22902475.03,7473376.359999999,10016.900000000001,6607.98,231.2,1130.46,1233.5700000000002,1944.4900000000002,429.08000000000004,-4.71,-17.950000000000003,273.25,59.2,50.099999999999994
03,1123000000,0,20,32694,12676,66.75,104.16,1830.85,14146.970000000001,67.7,190911.64,401.86,350.46,4.0200000000000005,2029.42,275.77,256.14,116.41999999999999,342.57,463.13,213.79000000000002,18121141.92,5394789.52,16202.71,9486.17,252.42000000000002,2006.8000000000002,2738.88,3383.24,804.31,7.39,-2.97,465.18,77.16,45.09
03,1123000000,0,30,29735,6506,51.64,74.61,1973.88,15170.93,66.77,186355.51,534.5799999999999,1076.75,5.67,2034.26,330.39,452.43,165.16,312.99,611.24,232.95999999999998,16400122.95,5256587.66,19648.52,10073.720000000001,322.34000000000003,1921.72,3776.73,4693.89,929.58,4.33,-4.17,546.48,80.56,46.76
03,1123000000,0,40,28867,3954,47.17,64.99000000000001,2117.21,15055.51,65.81,172154.74,443.61,1561.77,2.4,2048.81,373.32000000000005,532.36,174.2,208.34,624.4300000000001,220.66,16448401.7,5384885.07,21881.89,9319.08,318.47,1853.1200000000001,3462.2,4644.43,882.61,1.0899999999999999,-7.73,429.43,79.95,41.75
03,1123000000,0,50,27583,3536,46.4,65.07,2064.37,14983.529999999999,63.24,160451.47999999998,403.44,1599.37,0.4,1791.19,389.67,544.25,167.97,111.05000000000001,599.4200000000001,220.69,17065336.91,5491758.96,20848.11,9630.06,303.89,1486.8200000000002,2417.6,2995.08,724.52,-1.3800000000000001,-12.94,310.95,80.78,36.739999999999995
03,1123000000,0,60,18718,3082,44.769999999999996,66.72,2014.55,14520.3,58.010000000000005,145811.09999999998,293.13,1202.4299999999998,-1.09,1447.05,371.5,479.40999999999997,140.98,54.32,499.46000000000004,201.56,18948874.41,5942238.43,16105.01,8184.620000000001,265.67,1160.97,1303.98,1612.48,528.45,-3.71,-16.95,271.4,76.68,21.71
03,1123000000,1,20,31717,13558,60.16,86.82,1851.1,14301.349999999999,70.97,192853.05,419.38,199.33,2.27,1998.84,321.24,208.86,123.28999999999999,224.57999999999998,500.81000000000006,218.84,17450538.32,5219806.35,16179.87,9837.52,273.94,1121.17,2556.0,3837.54,570.5,4.07,-0.5800000000000001,461.48,67.56,46.76
03,1123000000,1,30,27535,5627,49.85,74.2,1802.3,14725.189999999999,68.95,184219.15000000002,567.26,517.7,2.92,1757.49,289.78,309.3,152.54000000000002,201.9,524.3299999999999,214.89999999999998,18026868.549999997,5565349.46,13565.490000000002,9023.560000000001,289.15,1226.76,3300.23,5492.3,733.4300000000001,1.45,-3.26,502.64,68.66,46.76
03,1123000000,1,40,27092,3557,43.37,66.97,1739.36,13987.83,68.86000000000001,184735.07,463.12,833.15,-0.32,2125.7,353.6,382.35,166.98000000000002,124.32999999999998,487.89,190.26999999999998,19469853.75,6092230.73,11894.93,7664.24,257.34000000000003,1293.58,3029.81,5195.34,668.46,-1.56,-7.630000000000001,413.35,72.97,46.76
03,1123000000,1,50,28772,3719,42.42,65.68,1725.46,14253.68,69.6,170292.09999999998,367.69,955.95,-1.98,2214.7,390.79999999999995,397.53999999999996,147.86,53.519999999999996,480.24,188.39,19769687.15,6195745.779999999,10913.15,7559.45,247.89,1137.28,2049.49,3288.25,496.69999999999993,-3.83,-12.73,289.62,70.44,45.09
03,1123000000,1,60,20726,3658,42.760000000000005,68.87,1753.6599999999999,13637.869999999999,61.730000000000004,153451.11,270.32,976.4000000000001,-2.24,2196.79,346.73,365.46000000000004,117.71000000000001,33.55,398.94,165.44,21626440.84,6758638.43,8828.52,6111.95,214.75,1079.24,1141.8899999999999,1790.04,400.73,-4.73,-16.82,253.76,64.24000000000001,43.42
03,1126000000,0,20,28593,4137,67.45,118.08,2203.09,15967.45,74.91,245383.28999999998,539.39,397.21999999999997,3.97,2345.84,375.0,303.38,136.01999999999998,391.03999999999996,576.6,248.75,21212078.85,6485353.25,18956.09,9969.869999999999,320.51,2393.43,3220.95,3838.62,937.48,8.15,-3.95,535.0,89.28999999999999,33.4
03,1126000000,0,30,33866,6343,58.04,84.63,2322.98,17357.71,77.56,208059.03999999998,649.4300000000001,1458.65,6.34,2366.7200000000003,391.37,522.45,189.04,358.42,729.37,269.57,18802361.32,6043806.5600000005,25235.6,11216.470000000001,387.20000000000005,2318.8900000000003,4324.91,5433.26,1049.4099999999999,4.91,-4.75,619.48,91.56,53.44
03,1126000000,0,40,33084,5071,54.16,77.03999999999999,2498.44,17261.79,76.98,201133.99,538.06,1741.8,2.65,2385.61,449.44,598.48,193.25,239.04000000000002,735.55,251.13,18837465.43,6154583.699999999,26592.32,10249.93,370.57000000000005,2190.27,3919.4300000000003,5169.15,988.73,1.25,-9.24,492.84000000000003,91.3,48.43
03,1126000000,0,50,34905,5544,53.28,78.94,2335.21,17155.48,72.13,196584.84,500.98,1904.13,0.11000000000000001,2036.8600000000001,461.82,605.58,183.16,119.77,699.63,250.68,19499904.93,6360517.3100000005,25065.47,10956.740000000002,350.56,1700.74,2581.77,3225.0,760.5899999999999,-1.62,-15.73,352.54,86.1,43.42
03,1126000000,0,60,21794,4003,51.44,80.9,2322.84,16575.129999999997,71.19,203077.54,347.71000000000004,1296.42,-1.4500000000000002,1634.04,424.08000000000004,535.26,151.45999999999998,60.43000000000001,581.44,227.68,21753582.61,6981387.76,20481.879999999997,9579.279999999999,304.28999999999996,1330.3600000000001,1418.19,1701.8799999999999,560.87,-4.17,-19.619999999999997,304.47,65.97999999999999,30.06
03,1126000000,1,20,28726,4838,61.29,99.05000000000001,2132.5200000000004,16352.810000000001,78.22,235221.75,553.54,195.3,2.7,2283.83,382.07,240.44,143.44,275.64,603.56,255.16,20403572.89,6192113.05,17906.34,10413.689999999999,338.62,1356.95,3094.0299999999997,4560.55,686.6500000000001,4.79,-0.71,546.3199999999999,77.31,53.44
03,1126000000,1,30,31138,5454,55.519999999999996,87.30000000000001,2057.9799999999996,16756.809999999998,79.16,214253.57,631.94,599.59,3.1700000000000004,1975.85,336.98,333.36,172.14999999999998,236.64999999999998,609.8399999999999,241.49,20937641.48,6506965.300000001,16557.86,9705.22,337.59000000000003,1510.8,3847.48,6342.55,838.59,1.53,-3.71,587.9300000000001,80.27,53.44
03,1126000000,1,40,32728,4887,50.14,81.76,2017.43,16216.41,78.55,224003.66999999998,553.8399999999999,991.72,-0.56,2394.51,427.27,415.11,185.19,139.65,566.9000000000001,219.5,22332716.36,6978365.91,14458.75,8567.369999999999,300.53,1550.25,3394.37,5943.95,763.46,-1.99,-9.29,467.78,83.31,53.44
03,1126000000,1,50,36373,5828,48.63,78.92,1960.5,16492.27,74.7,206136.74,447.09,1073.1599999999999,-2.23,2506.4300000000003,437.25,428.49,159.12,60.0,549.8499999999999,216.04,22626966.04,7162397.539999999,12524.07,8365.39,286.28,1348.12,2341.88,3743.3,550.34,-4.140000000000001,-14.99,322.69,80.36,53.44
03,1126000000,1,60,23301,4667,47.96,80.37,1952.18,15574.92,71.66,184185.38,301.65,1012.47,-2.8,2456.13,383.01,387.6,125.53999999999999,34.8,472.32,190.56,24831845.560000002,7898675.29,10367.720000000001,6697.63,249.77999999999997,1241.79,1268.8400000000001,1980.97,449.08,-5.57,-19.380000000000003,294.61,51.89,48.42999999999999
03,1129000000,0,20,35814,10527,89.9,148.26999999999998,2699.5299999999997,19794.66,98.43,274415.78,545.08,362.24,5.2,2929.11,418.01,359.77,160.34,482.39,687.97,311.03,26091505.67,7716209.6,23440.7,13145.43,318.18,2883.5,3882.41,4741.77,1128.62,10.629999999999999,-4.09,650.52,111.03,48.42999999999999
03,1129000000,0,30,34823,5690,72.15,106.86,2793.08,21672.870000000003,98.75,257594.81,764.0,1483.57,7.65,2906.01,463.21000000000004,642.6800000000001,229.26999999999998,432.79999999999995,887.14,334.69,23405984.61,7388073.42,28846.48,14217.09,400.9,2759.27,5392.32,6662.639999999999,1303.21,5.83,-5.67,753.0999999999999,112.38,58.449999999999996
03,1129000000,0,40,38442,3899,65.15,91.78,3020.87,21629.28,98.07,230622.5,629.27,2031.29,3.39,2935.46,517.3900000000001,761.53,248.8,296.29,918.11,321.59000000000003,23217768.6,7534410.45,32302.71,13612.32,396.4,2642.8999999999996,5078.75,6676.26,1263.73,1.51,-10.280000000000001,603.8699999999999,111.9,63.459999999999994
03,1129000000,0,50,32797,3375,63.64,91.08,2945.62,21408.15,96.49000000000001,219512.19,559.65,1589.24,0.45,2619.74,540.3900000000001,782.21,244.06,155.60999999999999,894.3,316.9,23645892.07,7669214.72,31280.19,13771.34,375.03,2075.32,3623.14,4349.46,1002.46,-1.81,-17.71,451.75,109.17,58.45
03,1129000000,0,60,21627,2884,62.57,93.93,2866.88,20658.440000000002,80.8,212264.87,388.95000000000005,1121.5900000000001,-1.83,2022.06,527.69,668.05,203.12,77.82,742.32,294.70000000000005,26785031.990000002,8445446.35,24442.04,11845.28,322.81,1641.87,1974.83,2338.35,757.22,-4.960000000000001,-23.81,360.97,92.05,40.08
03,1129000000,1,20,38206,12869,79.66999999999999,122.75,2696.8,19941.39,97.06,258192.64,572.93,232.31,2.7,2866.93,453.32000000000005,293.24,171.32999999999998,317.16999999999996,729.69,315.6,25435416.36,7544723.49,23561.309999999998,13456.54,332.34000000000003,1579.23,3589.6899999999996,5377.89,802.1600000000001,5.62,-1.17,623.13,95.96000000000001,66.8
03,1129000000,1,30,34768,5241,68.46000000000001,106.97999999999999,2518.5699999999997,20747.83,98.47,264580.73,785.6,647.83,3.5300000000000002,2462.55,400.86,432.77,218.63,288.9,744.91,301.37,26376265.58,8039459.96,20258.74,12523.48,330.67999999999995,1717.73,4687.67,7810.54,1032.42,1.98,-4.43,686.44,99.39,66.8
03,1129000000,1,40,37747,3748,60.79,95.85,2506.88,19989.949999999997,97.47999999999999,264714.44999999995,654.56,953.66,-0.84,3024.4700000000003,523.7,545.16,249.54,167.53,693.27,277.27,27918127.240000002,8616825.030000001,17219.440000000002,11090.39,279.48,1797.56,4258.03,7274.5599999999995,926.14,-2.33,-10.59,586.13,104.18,66.8
03,1129000000,1,50,35774,3770,59.5,92.97999999999999,2423.9,20246.04,93.56,251119.08000000002,523.0,957.0899999999999,-2.99,3119.91,572.35,557.3,225.23000000000002,76.85,694.3599999999999,269.46000000000004,28140345.2,8797480.11,16144.41,10612.39,266.97,1584.28,3014.45,4866.92,697.35,-5.21,-17.560000000000002,402.70000000000005,96.21000000000001,63.459999999999994
03,1129000000,1,60,24708,3671,59.99,98.21000000000001,2481.72,19220.620000000003,92.77000000000001,224153.40000000002,374.5,978.71,-4.09,3143.48,479.54999999999995,504.39,183.24,46.17,587.77,238.95,30741588.810000002,9566330.86,13012.46,8498.04,241.47,1503.5300000000002,1645.46,2679.42,552.89,-6.970000000000001,-23.58,361.45000000000005,79.55000000000001,60.12
03,1130500000,0,20,21124,3626,56.0,94.78999999999999,1919.79,13123.130000000001,61.71,197712.1,460.2,304.05,3.4600000000000004,1900.1,302.73,252.77,112.2,337.63,466.04,205.44,16816249.619999997,4933211.38,14866.58,7779.8099999999995,218.58999999999997,1954.48,2639.79,3165.88,776.32,6.66,-2.7800000000000002,454.48,73.75999999999999,28.389999999999997
03,1130500000,0,30,25204,4621,46.31,70.91,1969.6399999999999,14106.810000000001,63.69,181395.84,563.19,992.31,5.02,1898.94,338.88,399.43,147.01,309.03,564.97,212.57999999999998,15218590.7,4680169.29,18909.019999999997,8317.41,262.90999999999997,1883.4299999999998,3422.76,4232.35,859.79,4.07,-4.37,520.0899999999999,74.22,43.42
03,1130500000,0,40,26683,3700,43.28,63.879999999999995,2084.1099999999997,13929.779999999999,61.66,166403.87,460.52,1514.52,2.2800000000000002,1878.06,360.96000000000004,465.72,154.51,213.94,577.81,201.1,15148062.09,4739260.34,21042.940000000002,8076.08,259.19,1808.72,3138.1000000000004,4256.6,820.97,1.0,-7.59,422.28,74.07,41.75
03,1130500000,0,50,25498,3910,42.97,64.16,2024.91,13852.54,58.54,157524.09999999998,415.8,1357.52,0.01999999999999999,1576.96,379.62,461.73,146.5,105.99,554.3399999999999,199.01999999999998,15473951.94,4864009.51,20151.0,8350.65,243.42000000000002,1388.35,2190.83,2810.83,645.0699999999999,-1.06,-12.32,290.89,76.85,30.06
03,1130500000,0,60,17506,3311,41.19,66.68,1932.05,13231.67,57.57,147582.22999999998,282.8,1193.33,-1.4200000000000002,1245.3899999999999,350.70000000000005,404.47,122.1,52.25,463.21000000000004,184.05,17264905.2,5353868.24,15418.95,7190.43,212.3,1097.33,1167.6,1490.6999999999998,475.92999999999995,-3.55,-15.849999999999998,249.91,60.150000000000006,25.049999999999997
03,1130500000,1,20,21138,4216,50.480000000000004,80.41999999999999,1807.52,13132.470000000001,65.74,199261.9,472.76,154.79000000000002,2.02,1910.71,303.96,191.89,117.55,222.34,486.74,204.84,16204196.43,4800494.68,15180.48,8219.81,224.43,1094.97,2465.29,3657.74,554.32,3.72,-0.6100000000000001,439.42999999999995,60.980000000000004,43.42
03,1130500000,1,30,23198,3987,44.36,71.58000000000001,1780.71,13520.369999999999,65.78,183664.28999999998,560.24,494.65,2.39,1637.28,278.6,263.76,139.14,197.37,482.53999999999996,192.03,16814949.29,5061430.77,13263.19,7462.66,221.57999999999998,1226.51,3061.43,5090.48,687.6800000000001,1.1800000000000002,-3.04,486.13,67.02000000000001,43.42
