month,행정동코드,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
07,1159000000,1,20,2318,873,64.96,66.87,87.13,69.49,33.5,79.33,61.69,60.47,63.94,21.94
07,1159000000,1,30,2358,526,36.39,48.15,47.79,47.4,32.71,98.62,43.37,41.46,47.04,31.43
07,1159000000,1,40,2070,256,15.78,27.55,20.06,26.41,28.92,34.96,21.85,22.36,24.36,28.87
07,1159000000,1,50,2184,212,15.24,21.29,17.94,19.21,30.99,15.34,19.3,17.05,23.2,30.25
07,1159000000,1,60,1522,213,15.31,26.29,23.87,21.96,25.0,5.74,20.77,22.14,18.23,27.83
07,1162000000,0,20,2435,1222,124.33,144.13,131.37,139.81,66.33,73.53,138.08,127.73,168.22,53.48
07,1162000000,0,30,2594,1095,134.53,162.6,127.33,138.28,77.66,112.66,142.12,134.31,134.95,74.04
07,1162000000,0,40,1956,422,62.87,72.28,52.28,56.07,67.15,37.96,61.54,49.31,49.06,61.39
07,1162000000,0,50,1717,259,36.47,34.19,29.0,27.6,52.31,14.51,30.81,32.98,35.37,45.39
07,1162000000,0,60,1199,201,25.31,23.49,29.22,18.71,24.43,5.73,18.33,19.53,16.81,21.6
07,1162000000,1,20,2384,1255,88.46,101.66,141.66,93.46,29.99,84.02,81.62,132.15,144.58,25.52
07,1162000000,1,30,2160,835,63.19,99.48,77.73,84.02,37.51,84.01,78.97,87.57,95.72,35.77
07,1162000000,1,40,1739,344,26.83,54.94,29.3,45.4,31.99,25.95,39.55,38.45,39.84,34.64
07,1162000000,1,50,1886,280,23.58,39.19,24.97,33.93,39.66,12.04,31.75,26.38,33.11,41.72
07,1162000000,1,60,1395,253,19.75,41.92,29.82,32.78,26.42,4.79,29.73,29.41,23.02,33.93
07,1165000000,0,20,1450,254,30.08,22.64,21.67,25.38,31.76,42.86,28.67,26.21,22.75,29.49
07,1165000000,0,30,1866,416,56.51,35.36,39.96,37.55,41.9,110.6,45.88,40.18,37.11,37.7
07,1165000000,0,40,2050,212,31.47,14.67,22.07,16.42,44.12,55.83,22.82,17.54,17.71,37.87
07,1165000000,0,50,1622,130,15.18,6.68,10.07,7.36,35.59,20.65,10.26,11.57,16.6,24.98
07,1165000000,0,60,1070,101,9.34,5.06,12.41,5.21,17.76,8.52,6.11,6.34,8.36,12.61
07,1165000000,1,20,1631,324,25.84,19.78,25.16,19.74,16.75,57.49,20.93,30.97,22.83,18.08
07,1165000000,1,30,2143,442,33.56,30.72,26.31,33.72,26.48,96.41,34.02,39.02,29.4,25.25
07,1165000000,1,40,2185,211,14.14,14.41,11.73,16.49,23.85,38.68,16.4,18.03,14.35,24.18
07,1165000000,1,50,1779,154,10.27,10.09,8.17,10.5,23.1,13.57,10.91,12.17,15.2,20.25
07,1165000000,1,60,1225,135,8.43,11.17,9.57,10.39,16.25,5.55,10.04,11.19,10.39,15.02
07,1168000000,0,20,1624,347,38.2,33.47,37.24,38.2,35.06,50.41,37.7,50.48,42.74,32.5
07,1168000000,0,30,2020,667,91.24,70.28,70.36,76.76,49.51,121.13,84.59,86.62,70.42,43.33
07,1168000000,0,40,2095,300,47.03,30.96,34.17,31.01,54.78,56.9,39.18,35.08,28.94,48.22
07,1168000000,0,50,1796,158,20.18,9.96,14.09,10.92,40.18,23.55,14.03,17.07,20.86,28.68
07,1168000000,0,60,1110,127,13.55,7.34,18.47,8.0,19.38,8.57,8.43,10.96,12.49,13.01
07,1168000000,1,20,1799,467,41.22,33.4,42.63,38.59,23.11,65.62,34.4,64.68,48.07,22.57
07,1168000000,1,30,2314,713,59.64,71.13,46.94,69.02,35.6,103.5,67.93,93.94,56.58,37.82
07,1168000000,1,40,2365,310,25.35,34.3,19.18,33.22,38.12,40.48,32.05,42.14,26.63,36.29
07,1168000000,1,50,1929,190,15.04,16.1,12.9,16.96,31.8,15.07,17.15,17.9,20.67,29.06
07,1168000000,1,60,1284,175,13.65,13.5,18.25,14.9,20.07,6.08,13.56,19.84,16.42,18.35
07,1171000000,0,20,1624,251,30.5,27.97,22.22,30.91,45.01,46.78,32.12,27.81,28.81,43.45
07,1171000000,0,30,2034,440,53.78,39.8,46.71,39.89,47.09,114.3,43.4,43.44,48.11,47.62
07,1171000000,0,40,2095,285,39.49,24.82,37.47,24.33,49.13,54.07,28.63,28.25,29.93,43.76
07,1171000000,0,50,1905,174,19.38,11.27,16.53,11.66,38.19,22.69,13.58,18.46,22.69,33.37
07,1171000000,0,60,1239,133,13.17,8.41,16.62,8.74,20.53,8.62,9.42,10.02,11.13,15.34
07,1171000000,1,20,1686,299,24.38,22.47,26.65,22.65,23.2,57.07,20.92,28.96,28.92,24.05
07,1171000000,1,30,2150,432,30.0,35.62,31.07,36.18,27.88,92.51,33.17,36.26,37.9,27.33
07,1171000000,1,40,2179,264,17.34,24.46,16.7,26.51,28.0,37.64,23.28,25.88,24.43,28.95
07,1171000000,1,50,2057,200,13.12,17.86,13.64,18.43,28.45,15.22,17.78,18.15,22.37,30.57
07,1171000000,1,60,1278,158,10.31,15.67,13.17,15.62,19.44,5.53,14.31,15.18,13.56,21.16
07,1174000000,0,20,1722,291,32.99,31.05,23.6,31.77,48.92,44.39,33.25,33.5,31.04,50.83
07,1174000000,0,30,2050,381,45.82,38.23,39.94,33.42,44.68,107.25,37.62,37.98,41.96,39.55
07,1174000000,0,40,2047,254,32.66,25.25,27.98,23.17,42.79,46.12,25.98,23.62,27.66,42.1
07,1174000000,0,50,2055,287,31.83,22.59,25.9,23.07,45.13,21.18,25.76,30.71,36.43,35.73
07,1174000000,0,60,1346,204,22.24,15.99,23.46,14.63,20.74,7.4,15.4,16.55,15.16,20.41
07,1174000000,1,20,1650,313,26.47,23.0,24.68,25.59,20.03,51.86,22.04,25.98,29.49,23.29
07,1174000000,1,30,2007,336,23.67,32.39,22.35,33.5,30.26,78.14,28.88,28.09,31.31,30.6
07,1174000000,1,40,2088,244,15.46,26.87,15.86,28.14,24.39,32.63,22.86,24.02,23.55,27.08
07,1174000000,1,50,2257,320,26.68,28.47,17.37,30.42,36.74,15.72,27.98,32.81,33.78,41.33
07,1174000000,1,60,1399,236,15.47,28.6,19.18,26.57,19.8,5.26,23.9,22.54,17.83,24.39
08,1111000000,0,20,837,310,32.33,40.49,34.38,45.42,24.93,23.99,43.44,25.85,33.84,23.35
08,1111000000,0,30,706,228,31.32,30.58,24.89,26.18,21.54,36.35,28.09,25.75,22.52,22.71
08,1111000000,0,40,764,143,25.08,23.7,18.49,18.76,30.17,16.86,22.7,13.88,12.27,29.1
08,1111000000,0,50,758,122,20.32,19.43,13.74,17.73,29.26,6.68,18.66,16.68,13.54,29.6
08,1111000000,0,60,464,99,13.81,14.07,12.76,11.2,13.29,2.47,12.22,9.83,7.81,14.41
08,1111000000,1,20,840,340,27.56,33.04,30.93,33.4,12.69,27.02,29.99,28.12,25.5,13.84
08,1111000000,1,30,661,195,17.85,26.8,13.07,23.28,14.03,25.94,21.35,18.92,15.56,15.63
08,1111000000,1,40,787,135,11.61,21.59,8.93,17.21,10.5,12.5,16.73,14.06,11.74,15.92
08,1111000000,1,50,781,119,12.27,19.82,8.42,18.96,17.35,5.08,17.79,11.6,12.02,23.54
08,1111000000,1,60,514,109,10.57,20.48,9.21,15.99,13.51,1.87,14.96,11.08,8.85,17.65
08,1114000000,0,20,674,237,24.5,26.58,33.33,23.3,17.02,21.54,25.31,22.48,29.97,13.34
08,1114000000,0,30,791,251,31.6,28.64,42.88,25.68,20.43,45.86,31.06,27.0,25.6,19.7
08,1114000000,0,40,750,178,29.65,27.55,33.17,25.63,27.82,17.74,30.54,17.27,17.37,30.4
08,1114000000,0,50,717,129,22.67,17.27,19.52,18.81,28.66,6.64,21.01,15.78,14.52,27.96
08,1114000000,0,60,462,102,13.53,12.18,19.27,11.33,14.62,2.53,11.45,9.7,9.26,13.15
08,1114000000,1,20,674,265,19.88,18.72,38.92,17.16,8.64,25.81,15.06,23.46,26.62,9.25
08,1114000000,1,30,719,202,17.5,23.44,23.15,19.59,12.67,33.02,20.4,17.3,17.78,15.09
08,1114000000,1,40,699,153,15.63,25.4,21.71,20.25,17.68,12.62,22.82,17.05,14.37,21.72
08,1114000000,1,50,755,124,13.45,18.94,15.73,18.87,23.05,5.19,18.57,12.48,12.1,27.54
08,1114000000,1,60,522,116,10.9,18.04,18.1,14.81,16.01,2.29,15.32,10.35,10.94,18.76
08,1117000000,0,20,949,278,28.4,30.76,27.8,27.54,23.86,27.28,29.68,31.61,30.37,23.24
08,1117000000,0,30,1250,394,44.8,40.31,39.01,32.4,28.98,66.59,36.27,44.4,37.25,29.39
08,1117000000,0,40,1230,235,32.57,27.54,26.45,23.09,32.65,29.77,26.43,24.69,23.61,34.43
08,1117000000,0,50,1074,143,20.32,14.99,14.78,12.89,30.36,11.57,15.01,16.99,19.67,28.18
08,1117000000,0,60,667,113,15.78,12.24,18.22,10.38,15.44,3.98,11.0,10.48,9.61,14.74
08,1117000000,1,20,1047,348,28.39,29.1,31.36,25.54,11.9,33.41,22.76,31.97,28.43,12.62
08,1117000000,1,30,1244,344,24.94,35.54,26.23,26.93,17.31,51.27,27.08,31.56,23.45,21.79
08,1117000000,1,40,1200,214,18.9,26.87,14.76,21.0,20.9,19.94,19.92,22.46,19.15,20.44
08,1117000000,1,50,1142,154,13.26,18.75,13.0,15.58,23.08,8.18,15.78,15.47,17.92,22.23
08,1117000000,1,60,779,139,12.2,20.54,14.76,16.85,16.68,3.0,15.62,15.22,12.26,18.98
08,1120000000,0,20,1407,408,41.48,40.35,45.0,47.89,37.71,41.39,49.72,32.72,45.65,32.71
08,1120000000,0,30,1539,341,41.14,32.44,41.86,33.36,40.34,82.14,37.76,35.1,35.61,37.65
08,1120000000,0,40,1481,217,29.67,20.41,28.38,19.92,38.24,34.46,23.05,20.45,21.28,32.13
08,1120000000,0,50,1388,176,23.15,15.32,22.82,16.06,35.81,13.76,18.15,19.92,21.81,32.61
08,1120000000,0,60,835,127,14.7,10.94,21.57,12.21,16.76,4.45,11.85,11.7,10.2,14.33
08,1120000000,1,20,1340,391,28.81,28.76,49.37,30.09,18.05,46.11,27.41,30.64,31.83,21.54
08,1120000000,1,30,1496,303,19.85,24.36,29.34,26.56,19.46,62.93,24.07,26.13,24.58,19.72
08,1120000000,1,40,1422,199,14.49,20.1,18.08,20.08,20.83,24.17,18.27,19.09,19.82,21.86
08,1120000000,1,50,1413,176,13.32,17.62,18.19,19.0,21.9,10.08,18.68,14.51,19.14,25.22
08,1120000000,1,60,906,149,11.35,16.52,19.76,16.89,15.31,3.39,15.58,16.21,12.42,18.47
08,1121500000,0,20,2147,722,71.52,80.04,77.1,74.3,47.58,56.47,73.54,71.18,88.31,51.09
08,1121500000,0,30,2165,638,75.37,73.71,65.44,60.71,52.63,105.93,67.83,70.06,71.53,55.88
08,1121500000,0,40,1980,327,44.83,39.49,36.78,30.91,51.38,43.04,37.26,34.79,34.85,48.69
08,1121500000,0,50,1894,263,34.35,25.99,29.9,21.83,41.97,18.36,24.84,33.56,32.37,39.58
08,1121500000,0,60,1107,177,20.82,17.65,26.46,14.93,23.35,6.36,15.02,16.29,14.14,20.8
08,1121500000,1,20,2265,871,56.73,67.0,99.96,54.35,26.05,75.69,48.07,76.48,85.24,31.51
08,1121500000,1,30,2103,587,42.2,59.14,47.6,48.17,25.89,89.31,45.91,53.14,60.59,28.36
08,1121500000,1,40,2038,316,23.95,41.17,23.68,35.1,29.73,33.52,31.87,33.1,33.36,37.64
08,1121500000,1,50,2011,285,23.04,32.76,25.57,29.59,33.84,13.96,28.65,28.56,31.41,37.64
08,1121500000,1,60,1202,212,16.31,29.6,26.92,25.19,21.26,4.56,22.35,22.66,18.28,25.52
08,1123000000,0,20,2326,908,91.33,104.26,97.72,117.89,58.99,64.23,112.85,69.71,102.48,58.59
08,1123000000,0,30,2114,472,57.24,53.16,59.97,50.66,56.93,108.27,54.03,48.74,56.66,52.03
08,1123000000,0,40,2051,289,38.63,27.64,38.83,27.55,53.07,44.23,32.94,28.53,32.66,48.64
08,1123000000,0,50,1961,251,33.28,23.39,32.47,24.45,51.28,18.47,27.06,29.23,31.49,49.22
08,1123000000,0,60,1332,220,27.99,20.27,37.12,21.47,29.66,6.84,21.14,20.92,17.85,26.3
08,1123000000,1,20,2256,978,69.58,75.1,113.5,81.13,26.16,74.33,69.85,70.49,74.95,27.17
08,1123000000,1,30,1954,406,27.56,39.72,40.2,40.56,31.24,81.35,35.3,35.55,39.68,35.03
08,1123000000,1,40,1923,263,17.23,30.41,21.24,30.5,32.41,31.26,26.48,25.89,27.67,39.65
08,1123000000,1,50,2044,272,21.87,28.86,28.71,30.9,38.79,14.21,29.29,24.47,28.68,40.8
08,1123000000,1,60,1475,263,20.67,31.17,34.18,34.31,28.75,5.64,31.64,31.22,24.12,35.44
08,1126000000,0,20,1787,255,31.5,33.0,21.86,34.07,62.23,42.43,34.89,27.25,27.69,61.0
08,1126000000,0,30,2116,404,48.14,40.7,47.93,42.95,66.31,100.34,43.65,41.83,46.28,62.73
08,1126000000,0,40,2067,317,40.72,33.79,43.25,32.34,55.59,43.0,34.92,35.41,33.85,56.4
08,1126000000,0,50,2181,345,45.44,34.08,46.32,34.7,56.92,19.18,36.17,47.65,41.17,48.74
08,1126000000,0,60,1362,251,32.22,24.58,43.37,25.71,28.84,6.55,24.73,28.34,19.06,24.98
08,1126000000,1,20,1795,300,23.8,24.92,32.47,25.74,26.88,54.57,21.95,27.76,31.4,29.0
08,1126000000,1,30,1946,351,24.28,34.09,31.78,38.52,31.04,75.8,33.4,34.14,40.68,33.48
08,1126000000,1,40,2045,304,22.53,39.15,30.02,40.57,40.84,31.99,35.65,34.93,34.11,43.74
08,1126000000,1,50,2273,362,31.34,40.13,43.38,49.15,41.62,15.48,43.4,38.58,37.84,47.99
08,1126000000,1,60,1456,290,24.64,36.68,43.62,40.7,29.36,5.29,35.3,36.3,24.69,36.92
08,1129000000,0,20,1791,530,59.46,56.89,51.53,60.0,43.18,48.69,66.87,42.72,52.13,45.8
08,1129000000,0,30,1742,289,36.36,31.68,29.08,31.93,53.14,88.58,33.45,28.5,32.12,50.21
08,1129000000,0,40,1924,199,26.43,20.09,21.97,18.72,44.85,42.62,20.81,17.85,21.5,43.83
08,1129000000,0,50,1640,172,20.95,14.49,15.89,14.44,37.32,15.46,16.14,19.23,22.06,33.64
08,1129000000,0,60,1081,146,16.7,11.31,17.76,12.31,20.35,5.76,12.1,11.76,11.66,17.8
08,1129000000,1,20,1911,647,53.07,47.02,63.76,47.08,21.97,61.45,43.27,44.81,47.22,26.7
08,1129000000,1,30,1739,261,20.33,25.11,17.96,27.53,26.05,68.59,24.27,22.81,25.22,31.44
08,1129000000,1,40,1888,193,12.47,21.16,13.64,21.86,25.03,30.78,18.84,18.85,19.27,31.17
08,1129000000,1,50,1789,192,14.86,19.41,13.86,21.34,28.84,12.39,19.57,16.96,21.72,32.44
08,1129000000,1,60,1235,185,13.6,20.58,17.5,22.06,21.92,4.71,20.16,19.39,16.03,26.41
08,1130500000,0,20,1623,274,30.7,35.96,29.54,34.71,43.61,41.84,35.68,30.85,34.59,52.25
08,1130500000,0,30,1936,350,42.34,38.83,44.98,42.23,55.64,94.34,43.64,45.34,41.66,57.6
08,1130500000,0,40,2049,281,35.51,27.88,39.8,31.11,52.55,44.9,35.38,32.33,32.84,52.84
08,1130500000,0,50,1960,300,39.87,25.33,39.82,27.52,45.55,17.87,31.26,40.37,40.25,41.13
08,1130500000,0,60,1346,251,33.85,20.85,35.75,23.96,27.98,6.54,22.92,25.58,21.9,25.38
08,1130500000,1,20,1624,321,26.94,28.4,39.43,28.53,24.15,47.98,26.01,34.65,30.79,26.59
08,1130500000,1,30,1783,304,25.73,32.68,29.12,34.81,30.6,70.42,33.76,36.33,36.34,36.62
08,1130500000,1,40,2030,272,21.04,30.36,27.47,34.32,33.91,35.4,31.84,33.95,32.93,37.17
08,1130500000,1,50,2135,333,30.49,32.58,34.07,39.05,37.55,15.43,37.9,35.44,41.35,39.35
08,1130500000,1,60,1630,332,27.4,34.02,37.2,40.84,27.01,6.45,36.26,39.27,30.16,31.57
08,1132000000,0,20,1656,138,18.31,17.78,11.8,18.96,57.01,35.98,21.43,13.39,13.16,57.64
08,1132000000,0,30,1770,228,26.87,22.2,27.16,23.92,48.16,87.66,25.17,27.46,26.9,45.97
08,1132000000,0,40,1966,213,26.65,19.6,26.86,20.14,46.84,41.64,22.17,22.75,23.24,47.8
08,1132000000,0,50,2019,231,28.63,19.44,25.41,19.27,49.19,19.55,21.15,26.43,30.92,40.71
08,1132000000,0,60,1315,194,22.7,15.17,27.94,15.78,27.28,7.01,15.41,16.0,15.72,21.15
08,1132000000,1,20,1658,166,16.29,15.67,14.54,15.16,30.14,44.57,14.06,14.51,13.95,37.92
08,1132000000,1,30,1711,208,15.48,20.3,19.04,24.94,26.81,68.28,20.57,20.96,23.16,29.98
08,1132000000,1,40,2082,218,15.92,24.8,16.62,28.75,35.97,32.78,23.83,23.58,23.15,36.61
08,1132000000,1,50,2228,264,21.84,25.98,22.99,30.52,39.38,16.12,28.86,26.1,32.52,47.83
08,1132000000,1,60,1383,231,17.94,24.56,25.55,26.53,21.61,5.35,24.07,26.37,18.95,25.27
08,1135000000,0,20,2107,303,33.34,27.16,29.42,35.94,57.92,54.72,39.29,21.28,29.98,62.13
08,1135000000,0,30,2105,256,30.97,18.25,33.8,24.74,50.14,117.49,28.02,23.94,27.62,55.01
08,1135000000,0,40,2568,211,24.59,12.68,30.79,17.13,58.57,63.26,19.54,18.24,23.73,53.97
08,1135000000,0,50,2300,217,22.34,10.61,28.45,14.66,42.43,26.3,15.86,20.65,31.9,37.89
08,1135000000,0,60,1313,192,21.65,9.26,33.81,16.26,24.53,7.97,15.59,16.47,17.08,19.33
08,1135000000,1,20,2006,301,24.39,19.5,29.27,23.66,34.82,60.77,23.47,20.02,23.79,41.18
08,1135000000,1,30,2127,240,16.92,15.2,22.81,26.41,28.6,90.77,21.98,18.04,22.92,33.02
08,1135000000,1,40,2788,218,12.58,14.12,18.9,25.59,33.43,48.12,19.61,20.63,21.2,42.09
08,1135000000,1,50,2453,249,17.95,15.29,26.86,25.96,32.75,19.15,23.68,20.3,27.38,37.92
08,1135000000,1,60,1481,255,19.93,16.3,36.17,29.75,20.89,6.1,25.15,31.23,23.33,22.77
08,1138000000,0,20,1895,301,36.12,40.59,24.21,37.21,63.53,44.48,38.93,28.78,30.52,65.48
08,1138000000,0,30,2434,475,57.29,49.54,49.88,45.54,66.33,116.14,49.09,50.4,50.21,63.12
08,1138000000,0,40,2529,321,41.18,33.22,31.34,29.4,64.77,51.9,32.78,30.66,35.79,59.37
08,1138000000,0,50,2262,278,33.68,24.56,26.87,22.18,52.15,21.28,24.52,31.61,37.9,44.99
08,1138000000,0,60,1504,235,27.98,21.82,31.96,19.89,28.47,7.63,19.83,20.84,21.28,22.78
08,1138000000,1,20,1955,362,29.66,30.66,33.19,28.16,22.22,58.22,25.34,30.36,32.91,31.9
08,1138000000,1,30,2414,450,31.99,45.21,32.2,46.4,30.49,90.09,39.24,39.64,43.63,32.01
08,1138000000,1,40,2558,317,23.15,39.2,20.76,37.27,37.04,39.32,31.01,33.91,34.19,41.94
08,1138000000,1,50,2493,315,26.36,35.76,23.98,33.74,48.38,17.06,31.52,29.09,36.02,47.28
08,1138000000,1,60,1739,314,24.75,37.95,32.4,35.2,29.06,6.41,31.15,34.43,28.29,33.86
08,1141000000,0,20,1865,559,54.68,54.81,52.65,62.48,47.5,50.64,59.08,46.19,59.29,42.4
08,1141000000,0,30,1654,350,43.66,38.41,35.57,34.55,43.86,83.16,38.55,35.02,34.6,39.16
08,1141000000,0,40,1773,209,26.81,20.78,22.91,18.42,46.49,38.0,21.29,19.64,20.76,44.11
08,1141000000,0,50,1623,176,21.36,16.31,15.32,13.78,39.67,15.46,15.53,17.34,22.48,34.08
08,1141000000,0,60,1030,145,17.12,13.03,18.77,11.68,21.81,5.22,12.92,11.42,11.22,18.7
08,1141000000,1,20,2113,762,55.12,50.42,83.84,50.79,18.09,70.5,45.26,57.18,51.73,20.16
08,1141000000,1,30,1631,327,24.43,30.78,24.58,29.93,23.29,65.65,28.48,25.71,26.14,26.62
08,1141000000,1,40,1804,210,13.74,23.84,12.68,22.57,25.53,28.29,18.98,19.99,18.18,27.72
08,1141000000,1,50,1744,193,14.85,21.34,13.92,20.08,30.3,11.63,19.34,15.89,20.97,35.44
08,1141000000,1,60,1224,194,14.63,24.14,16.98,21.47,19.42,4.33,18.94,20.51,16.3,24.12
08,1144000000,0,20,1786,623,62.44,67.26,67.22,71.22,39.49,50.75,70.76,64.7,63.98,35.67
08,1144000000,0,30,2191,626,75.01,66.09,68.08,63.65,50.24,114.86,69.65,62.17,60.76,47.8
08,1144000000,0,40,2012,308,45.0,32.84,32.49,32.17,58.7,45.35,38.46,27.74,29.3,49.96
08,1144000000,0,50,1607,168,19.98,12.8,15.33,12.71,39.17,16.52,15.13,16.08,23.05,32.72
08,1144000000,0,60,969,133,14.8,10.04,19.85,10.11,18.82,5.5,10.78,9.53,11.2,17.34
08,1144000000,1,20,2070,775,64.48,62.18,87.0,57.27,20.99,69.51,53.16,72.03,58.31,24.93
08,1144000000,1,30,2297,624,47.69,54.96,52.65,55.17,31.5,96.67,53.37,49.65,49.4,33.87
08,1144000000,1,40,2004,296,22.5,31.17,21.99,30.13,32.03,34.27,28.2,28.65,27.76,37.18
08,1144000000,1,50,1753,194,15.76,19.73,14.67,19.14,31.52,11.98,19.66,15.2,20.91,34.82
08,1144000000,1,60,1172,185,14.71,20.27,18.65,21.23,22.8,4.33,19.35,18.15,14.9,25.64
08,1147000000,0,20,1698,136,16.76,14.26,10.76,14.39,47.91,43.32,17.19,12.77,13.49,46.44
08,1147000000,0,30,1836,248,31.02,21.3,28.34,22.5,47.07,100.09,25.95,25.33,24.33,45.63
08,1147000000,0,40,2328,188,22.95,14.33,22.81,14.3,42.62,58.79,17.65,17.07,19.49,38.19
08,1147000000,0,50,2164,190,22.18,12.91,20.31,13.74,42.54,24.92,15.85,22.24,23.57,33.92
08,1147000000,0,60,1230,153,15.86,9.8,21.9,10.92,18.67,7.66,11.3,12.98,12.39,15.11
08,1147000000,1,20,1642,148,12.88,10.76,12.29,10.96,22.4,48.88,10.92,12.11,11.57,28.88
08,1147000000,1,30,1869,227,15.53,16.35,17.05,21.45,22.86,77.52,18.52,19.76,21.28,25.48
08,1147000000,1,40,2542,194,11.94,17.52,14.91,21.99,26.72,43.72,18.3,19.58,18.34,33.82
08,1147000000,1,50,2196,204,14.04,17.05,16.97,20.54,27.5,16.35,19.19,19.36,21.4,32.35
08,1147000000,1,60,1261,177,12.63,17.02,18.76,19.66,18.27,5.17,18.21,18.71,15.35,24.74
08,1150000000,0,20,1935,372,44.51,36.7,34.03,38.63,53.84,56.38,44.56,39.88,44.28,54.89
08,1150000000,0,30,2644,606,69.85,48.25,62.95,49.29,63.02,146.08,57.2,62.17,70.63,62.53
08,1150000000,0,40,2286,311,41.05,26.08,35.58,26.91,57.37,53.5,32.18,31.9,34.58,54.74
08,1150000000,0,50,2174,263,34.46,19.6,26.84,22.42,50.92,22.5,23.28,30.26,35.64,42.57
08,1150000000,0,60,1429,216,27.03,16.58,30.25,20.16,25.22,8.21,18.93,21.44,18.93,21.82
08,1150000000,1,20,2037,464,36.19,30.39,45.74,31.93,27.44,72.16,30.47,44.69,45.05,33.29
08,1150000000,1,30,2568,551,36.58,39.86,40.72,47.63,33.8,113.35,43.81,48.06,51.72,36.88
08,1150000000,1,40,2312,304,22.33,28.17,21.71,34.44,32.75,39.01,30.74,32.5,31.16,38.43
08,1150000000,1,50,2433,307,24.62,28.13,25.51,34.49,39.55,17.41,31.5,28.98,35.76,47.94
08,1150000000,1,60,1552,260,22.1,25.94,26.7,31.95,23.77,6.15,27.77,31.93,24.06,29.55
08,1153000000,0,20,1945,381,43.21,43.41,42.88,44.27,56.33,52.73,49.43,37.27,45.6,49.77
08,1153000000,0,30,2755,567,72.74,55.6,75.73,55.04,56.22,143.18,65.1,54.48,60.11,56.13
08,1153000000,0,40,2563,354,50.82,37.54,56.18,33.75,58.66,57.19,42.59,34.74,34.78,55.55
08,1153000000,0,50,2455,308,43.97,30.36,44.88,27.74,62.72,23.92,32.3,33.95,34.01,52.45
08,1153000000,0,60,1654,236,32.15,23.94,45.67,22.84,37.42,9.02,24.86,21.02,16.4,31.05
08,1153000000,1,20,1973,449,35.28,34.69,59.74,35.1,32.5,65.47,35.52,40.19,45.23,34.25
08,1153000000,1,30,2563,481,38.22,42.25,52.0,51.0,36.03,105.57,47.07,39.37,45.43,37.6
08,1153000000,1,40,2341,305,21.1,33.07,33.19,36.19,29.72,39.88,32.68,29.94,28.39,35.69
08,1153000000,1,50,2568,319,27.03,34.22,41.59,33.82,43.4,19.09,34.39,26.03,32.52,52.67
08,1153000000,1,60,1717,259,20.44,34.99,40.09,31.87,29.39,6.75,30.66,27.18,18.56,37.49
08,1154500000,0,20,1889,451,52.22,58.16,55.18,54.36,65.61,52.14,54.27,46.38,63.14,60.0
08,1154500000,0,30,2210,603,73.84,62.79,77.73,56.63,59.45,112.55,66.28,65.32,71.45,55.85
08,1154500000,0,40,2224,399,58.33,45.34,55.93,41.64,69.71,47.54,49.99,40.13,39.93,62.36
08,1154500000,0,50,2374,406,58.37,43.45,53.37,40.13,67.4,21.21,44.59,50.95,44.17,56.95
08,1154500000,0,60,1407,268,35.77,29.0,44.08,27.38,28.8,7.2,26.71,26.74,18.45,25.64
08,1154500000,1,20,1696,435,34.84,32.71,54.4,33.1,21.81,54.26,29.69,45.73,48.72,29.44
08,1154500000,1,30,1813,425,32.41,43.63,42.86,46.9,31.33,72.22,43.18,38.75,44.83,30.77
08,1154500000,1,40,2062,348,26.65,41.32,33.44,42.65,33.45,32.76,38.92,39.69,32.82,38.72
08,1154500000,1,50,2333,412,36.21,48.4,45.05,52.92,52.54,16.35,50.21,41.86,43.54,59.56
08,1154500000,1,60,1456,302,24.67,42.77,38.46,41.96,31.66,5.71,37.07,34.91,24.39,38.05
08,1156000000,0,20,1566,424,48.01,45.94,41.14,44.9,45.33,48.87,48.9,39.39,53.74,42.16
08,1156000000,0,30,2118,565,64.29,47.52,69.87,44.6,45.53,119.88,53.62,53.69,65.25,39.92
08,1156000000,0,40,1978,329,45.05,31.9,44.49,29.1,54.71,47.92,35.97,28.93,33.55,50.78
08,1156000000,0,50,1968,250,33.06,23.85,32.39,22.19,51.14,19.38,25.51,28.06,31.15,42.43
08,1156000000,0,60,1217,178,21.4,17.21,29.12,16.38,27.53,6.76,16.46,15.59,13.37,24.87
08,1156000000,1,20,1647,514,37.12,35.61,56.06,30.42,19.73,61.27,31.62,41.2,49.13,21.28
08,1156000000,1,30,1943,471,29.86,36.95,42.86,38.92,26.32,87.77,36.58,34.41,41.96,27.46
08,1156000000,1,40,1798,273,21.08,30.55,24.11,29.24,27.67,30.84,28.08,23.2,24.56,28.14
08,1156000000,1,50,1996,245,20.41,27.12,25.29,26.35,36.98,14.06,27.73,18.78,24.57,43.74
08,1156000000,1,60,1284,203,16.65,26.27,23.7,24.21,23.33,4.9,23.14,21.4,15.42,29.32
08,1159000000,0,20,2343,817,93.89,96.45,76.3,105.28,66.58,63.45,106.29,64.2,80.59,47.92
08,1159000000,0,30,2489,596,74.97,63.19,69.99,62.89,65.92,126.83,69.83,62.36,61.01,58.53
