month,행정동코드,성별,연령대,총인구,1인가구수,커뮤니케이션이 적은 집단,평일 외출이 적은 집단,휴일 외출이 적은 집단,출근소요시간 및 근무시간이 많은 집단,외출이 매우 적은 집단(전체),외출이 매우 많은 집단,동영상서비스 이용이 많은 집단,생활서비스 이용이 많은 집단,재정상태에 대한 관심집단,외출-커뮤니케이션이 모두 적은 집단(전체)
03,1117000000,0,30,1253,378,43.23,37.65,39.65,30.82,26.51,62.28,36.88,41.35,35.53,26.14
03,1117000000,0,40,1230,233,32.55,25.61,25.43,22.17,35.33,29.4,25.57,24.84,23.07,35.51
03,1117000000,0,50,1075,141,20.48,15.38,14.56,13.54,32.08,11.9,15.32,18.9,18.45,29.92
03,1117000000,0,60,668,112,15.36,10.66,18.56,9.53,15.76,4.28,10.55,11.18,9.55,16.05
03,1117000000,1,20,1047,352,31.43,32.13,35.94,30.26,11.51,30.74,26.37,34.04,28.43,13.09
03,1117000000,1,30,1244,353,23.72,33.86,26.11,25.31,13.61,50.94,25.07,33.43,24.95,16.35
03,1117000000,1,40,1200,212,17.68,25.87,14.4,18.34,19.01,20.75,18.63,21.8,19.52,19.99
03,1117000000,1,50,1142,148,13.16,18.51,11.85,14.98,22.66,8.63,15.82,15.08,17.36,22.62
03,1117000000,1,60,779,135,11.51,19.3,14.49,15.1,17.34,3.22,14.16,14.68,12.09,20.04
03,1120000000,0,20,1400,391,39.42,49.61,46.3,59.76,37.89,34.93,55.02,31.8,46.1,34.25
03,1120000000,0,30,1532,336,40.54,31.54,44.41,32.22,38.76,76.1,36.75,34.14,33.25,36.71
03,1120000000,0,40,1473,213,28.34,19.51,28.18,19.58,39.37,33.66,22.67,20.13,21.21,36.9
03,1120000000,0,50,1381,171,22.15,14.59,21.81,16.62,38.58,14.11,17.46,20.96,20.65,34.85
03,1120000000,0,60,831,123,14.2,9.83,21.53,11.97,16.79,4.58,11.74,11.48,9.38,13.69
03,1120000000,1,20,1332,380,27.88,28.89,45.76,34.08,16.84,42.95,28.22,30.13,30.78,23.04
03,1120000000,1,30,1486,296,19.09,22.53,28.97,25.16,17.91,61.21,22.8,24.4,23.79,18.38
03,1120000000,1,40,1412,192,13.75,18.39,16.96,19.45,19.27,23.58,16.21,17.94,17.83,21.65
03,1120000000,1,50,1404,165,12.43,16.86,16.18,17.92,24.21,10.51,17.05,13.74,18.31,25.97
03,1120000000,1,60,902,142,10.76,14.4,18.11,16.33,15.75,3.69,14.03,14.01,12.04,17.88
03,1121500000,0,20,2147,722,72.61,98.0,74.27,89.74,57.56,48.84,83.9,70.91,92.28,53.96
03,1121500000,0,30,2165,641,76.46,79.9,66.55,63.85,57.37,95.12,69.8,72.64,75.56,55.37
03,1121500000,0,40,1980,319,43.86,37.88,34.99,29.04,52.3,42.16,35.89,34.36,32.69,50.04
03,1121500000,0,50,1894,258,33.07,27.32,31.07,21.82,43.65,18.51,25.26,33.67,31.11,42.34
03,1121500000,0,60,1107,173,20.31,17.23,26.71,14.37,22.05,6.45,14.98,17.07,13.3,21.04
03,1121500000,1,20,2265,866,59.07,81.32,94.52,67.94,27.28,66.0,55.6,76.18,86.51,27.37
03,1121500000,1,30,2103,590,40.21,64.33,45.71,49.33,30.69,81.06,46.24,53.69,63.17,30.11
03,1121500000,1,40,2038,314,22.29,43.08,22.83,33.84,33.16,32.34,30.79,32.85,33.41,37.77
03,1121500000,1,50,2011,276,22.22,34.31,22.68,29.86,36.93,14.38,29.64,26.95,31.37,41.11
03,1121500000,1,60,1202,205,14.79,27.6,25.19,24.15,21.4,4.79,21.4,20.69,17.77,27.32
03,1123000000,0,20,2335,904,93.19,126.75,100.74,169.2,65.66,55.99,132.94,71.93,99.6,60.91
03,1123000000,0,30,2123,466,53.77,52.17,56.86,49.38,53.89,100.13,53.09,48.9,54.68,53.64
03,1123000000,0,40,2061,272,34.9,25.7,34.16,25.48,55.4,43.88,30.12,26.02,29.71,47.71
03,1123000000,0,50,1969,246,33.36,22.65,30.96,25.36,57.79,18.55,28.34,29.75,29.51,52.72
03,1123000000,0,60,1336,216,27.8,19.69,37.04,22.43,30.94,7.0,21.16,21.23,17.38,27.88
03,1123000000,1,20,2265,964,72.78,91.55,121.79,118.91,25.59,65.07,80.42,70.4,77.53,27.35
03,1123000000,1,30,1967,406,25.09,33.58,40.85,37.06,25.27,79.69,30.56,35.2,40.62,30.95
03,1123000000,1,40,1936,249,16.64,27.99,20.11,27.78,32.06,31.52,23.52,24.1,27.9,36.97
03,1123000000,1,50,2054,256,20.49,27.15,25.78,29.89,37.85,15.06,27.3,22.36,28.33,44.51
03,1123000000,1,60,1479,254,18.52,27.93,34.34,32.5,29.11,6.06,28.31,27.53,23.4,35.49
03,1126000000,0,20,1786,257,29.06,30.88,22.45,28.13,56.74,38.87,30.59,28.29,28.89,55.65
03,1126000000,0,30,2116,399,46.81,40.22,47.98,38.85,68.12,95.31,42.31,42.08,47.54,68.5
03,1126000000,0,40,2067,309,39.25,30.45,43.85,30.1,57.89,43.43,33.42,35.72,32.64,56.91
03,1126000000,0,50,2181,340,43.43,31.97,47.56,32.23,50.94,19.74,33.84,52.4,38.71,42.66
03,1126000000,0,60,1362,247,32.32,24.77,43.95,25.43,29.18,6.95,24.33,29.08,18.19,27.5
03,1126000000,1,20,1795,300,23.07,22.82,30.72,22.17,26.05,49.26,20.8,27.98,31.91,31.72
03,1126000000,1,30,1946,344,23.34,31.23,32.15,35.8,29.49,73.62,30.22,31.14,42.31,32.24
03,1126000000,1,40,2045,297,20.92,35.67,31.16,37.32,40.14,32.94,30.57,34.34,34.65,43.32
03,1126000000,1,50,2273,355,29.18,41.39,43.68,46.42,38.6,16.56,41.0,40.41,39.37,46.49
03,1126000000,1,60,1456,283,22.87,34.69,40.72,37.35,28.14,5.66,32.98,34.2,24.1,36.46
03,1129000000,0,20,1790,530,54.77,62.08,53.42,75.86,51.3,42.92,70.12,44.39,54.36,45.28
03,1129000000,0,30,1741,286,36.23,30.21,28.93,30.76,48.44,83.92,33.43,31.18,31.37,44.2
03,1129000000,0,40,1922,188,24.72,17.02,21.13,17.21,40.17,43.57,20.22,17.66,20.92,40.01
03,1129000000,0,50,1639,165,20.22,12.85,16.56,14.24,36.65,16.41,15.57,19.07,21.53,34.33
03,1129000000,0,60,1081,143,16.02,10.02,17.68,12.08,20.24,6.14,11.8,11.72,11.59,18.33
03,1129000000,1,20,1910,642,53.58,53.44,63.82,64.78,22.37,56.47,53.87,45.57,50.06,27.55
03,1129000000,1,30,1738,264,18.87,23.88,17.75,28.05,22.41,67.47,22.95,22.63,26.14,25.55
03,1129000000,1,40,1887,184,11.41,19.57,13.09,20.71,24.4,31.56,16.61,17.91,19.29,29.48
03,1129000000,1,50,1788,183,13.43,17.02,12.99,21.63,30.41,13.31,18.67,16.7,20.81,34.11
03,1129000000,1,60,1235,177,12.28,16.71,16.87,20.95,18.07,5.1,17.56,17.52,14.97,23.08
03,1130500000,0,20,1624,276,30.7,34.62,29.83,32.4,51.4,37.58,34.19,30.56,36.29,55.31
03,1130500000,0,30,1938,348,42.67,37.8,43.89,38.43,55.81,85.41,43.03,47.29,44.18,52.64
03,1130500000,0,40,2052,270,33.85,27.64,37.11,28.85,50.32,42.64,32.16,32.84,32.33,51.76
03,1130500000,0,50,1961,289,38.32,26.38,39.65,27.62,47.77,17.82,31.8,42.02,37.17,42.81
03,1130500000,0,60,1346,247,32.79,20.58,36.04,21.84,26.48,6.7,21.79,26.4,20.75,24.35
03,1130500000,1,20,1626,322,28.78,29.26,38.57,26.45,25.17,45.17,24.22,34.65,32.83,28.34
03,1130500000,1,30,1784,302,23.97,30.92,27.05,33.86,30.15,66.17,29.9,35.65,37.8,32.69
03,1130500000,1,40,2031,264,19.27,33.12,25.15,34.89,36.7,33.84,30.8,32.45,32.44,38.42
03,1130500000,1,50,2137,322,29.09,34.8,32.42,38.15,39.31,15.92,36.88,37.22,42.25,42.18
03,1130500000,1,60,1631,322,25.49,33.74,35.76,38.26,32.14,6.61,33.7,37.46,28.99,31.88
03,1132000000,0,20,1656,140,18.24,17.08,10.84,15.79,62.7,34.75,17.9,14.1,13.61,61.33
03,1132000000,0,30,1770,226,26.6,22.47,28.6,21.83,50.78,81.23,24.38,26.54,25.41,49.33
03,1132000000,0,40,1966,204,25.3,19.07,25.96,17.87,48.53,41.49,20.6,22.97,21.28,45.98
03,1132000000,0,50,2019,220,27.98,19.07,25.28,18.01,47.52,20.18,20.35,27.9,28.84,38.9
03,1132000000,0,60,1315,185,22.56,14.3,28.7,13.72,25.7,7.43,14.74,17.06,15.63,23.82
03,1132000000,1,20,1658,169,16.4,13.73,17.91,13.49,27.33,42.7,13.57,14.26,15.84,35.31
03,1132000000,1,30,1711,205,15.04,18.8,18.32,21.75,27.45,66.16,18.21,20.96,23.02,29.86
03,1132000000,1,40,2082,211,14.46,24.42,17.19,26.18,33.77,33.78,21.31,23.73,23.38,36.09
03,1132000000,1,50,2228,247,19.46,24.81,20.58,26.08,39.25,17.03,24.79,24.37,30.53,43.26
03,1132000000,1,60,1386,216,16.08,21.95,24.96,22.17,19.95,5.76,20.17,23.03,19.22,21.45
03,1135000000,0,20,2107,285,33.28,29.31,25.88,38.94,63.47,46.33,39.27,20.93,26.71,63.4
03,1135000000,0,30,2105,252,31.34,17.57,33.82,22.88,45.94,110.58,27.05,23.42,28.4,51.48
03,1135000000,0,40,2568,201,22.77,11.16,30.96,14.57,46.19,64.0,17.61,18.51,22.15,49.64
03,1135000000,0,50,2301,207,22.07,10.25,28.32,13.31,39.74,27.48,15.44,20.24,30.61,37.09
03,1135000000,0,60,1314,185,21.8,9.43,33.18,13.25,20.91,8.44,14.32,16.38,16.25,17.22
03,1135000000,1,20,2006,303,24.4,19.48,30.37,25.42,29.52,55.58,22.86,19.94,25.59,39.06
03,1135000000,1,30,2127,241,15.84,14.53,23.2,23.97,25.38,89.0,20.28,18.15,23.25,32.33
03,1135000000,1,40,2788,211,11.77,14.14,18.68,21.5,31.87,49.96,17.5,19.42,21.06,37.68
03,1135000000,1,50,2453,237,16.39,16.51,24.8,21.71,33.02,20.5,20.54,19.73,27.37,38.23
03,1135000000,1,60,1481,244,18.61,16.22,33.93,24.16,17.67,6.67,22.6,27.77,22.16,20.9
03,1138000000,0,20,1895,304,35.34,35.71,25.36,34.54,59.28,40.62,35.46,30.33,31.6,57.03
03,1138000000,0,30,2434,474,56.54,46.83,51.7,43.06,64.22,108.78,47.86,51.32,51.52,63.6
03,1138000000,0,40,2528,303,38.19,28.88,32.9,25.69,61.98,52.51,30.04,29.03,33.49,53.02
03,1138000000,0,50,2261,266,33.77,25.02,27.62,22.44,59.81,22.28,25.46,31.68,35.04,50.44
03,1138000000,0,60,1504,227,28.24,21.32,32.56,18.99,29.37,8.06,19.81,20.89,20.65,23.25
03,1138000000,1,20,1955,365,32.01,28.12,35.16,26.76,24.78,54.43,23.89,30.8,34.17,29.29
03,1138000000,1,30,2414,453,29.26,41.64,33.48,44.11,29.77,89.07,35.16,39.89,46.29,31.66
03,1138000000,1,40,2557,302,19.83,36.3,21.11,33.2,34.19,40.45,25.96,31.74,33.3,39.42
03,1138000000,1,50,2492,302,24.27,35.09,23.18,30.97,46.93,18.21,29.28,29.04,36.62,45.52
03,1138000000,1,60,1739,290,21.94,34.1,33.18,31.36,29.59,6.79,27.2,29.95,27.2,33.11
03,1141000000,0,20,1865,560,58.16,71.07,51.81,77.67,50.94,42.55,69.55,48.02,57.16,43.34
03,1141000000,0,30,1659,338,43.22,40.21,33.98,35.51,41.04,76.86,40.29,35.13,34.36,39.35
03,1141000000,0,40,1780,205,28.01,20.42,22.74,17.54,43.23,38.66,21.28,19.45,20.35,39.55
03,1141000000,0,50,1627,167,20.69,15.34,15.57,12.33,41.72,15.91,14.66,16.33,21.21,32.69
03,1141000000,0,60,1032,139,16.82,12.43,19.42,10.71,22.83,5.53,12.13,10.52,10.36,17.63
03,1141000000,1,20,2114,768,59.12,71.09,81.49,67.47,16.74,58.25,58.08,55.96,53.55,20.72
03,1141000000,1,30,1636,330,23.46,34.59,25.69,29.68,19.8,63.62,27.32,26.54,27.45,21.61
03,1141000000,1,40,1808,202,13.84,23.49,12.56,20.39,26.01,28.71,18.05,19.35,18.3,24.36
03,1141000000,1,50,1746,183,14.1,20.51,12.31,17.98,29.19,12.61,17.53,14.49,21.34,30.02
03,1141000000,1,60,1225,187,13.56,21.93,18.17,18.7,17.12,4.64,16.76,18.08,16.87,19.71
03,1144000000,0,20,1786,602,63.33,76.0,58.58,78.23,44.12,44.4,72.02,61.65,62.32,42.5
03,1144000000,0,30,2191,639,79.12,73.82,66.17,65.74,54.77,105.36,74.04,63.94,60.64,50.27
03,1144000000,0,40,2012,293,41.56,31.52,29.95,29.98,58.07,44.81,35.39,27.33,27.75,54.93
03,1144000000,0,50,1606,166,21.02,14.57,14.79,13.68,41.35,16.65,15.94,15.56,21.81,36.8
03,1144000000,0,60,970,132,15.3,10.62,19.93,10.62,20.23,5.55,11.43,9.84,11.33,18.3
03,1144000000,1,20,2071,786,72.67,70.37,79.11,62.04,25.72,62.2,59.9,74.35,64.4,24.81
03,1144000000,1,30,2296,643,48.51,63.61,49.21,59.73,35.51,89.0,53.94,51.6,50.98,36.98
03,1144000000,1,40,2004,289,20.89,33.93,18.2,32.47,34.43,33.5,27.88,27.67,27.16,37.64
03,1144000000,1,50,1753,188,15.22,20.89,12.82,20.21,34.7,12.25,19.83,15.47,21.01,37.55
03,1144000000,1,60,1172,176,14.05,19.76,17.72,21.31,22.54,4.37,18.34,16.97,14.75,25.64
03,1147000000,0,20,1698,136,17.25,11.85,11.98,13.18,48.82,39.22,16.02,13.21,12.85,47.43
03,1147000000,0,30,1836,247,31.36,17.95,29.2,21.12,41.09,95.51,25.21,26.82,23.64,44.44
03,1147000000,0,40,2328,181,22.59,12.91,22.67,13.98,44.08,59.78,16.46,17.3,18.7,35.69
03,1147000000,0,50,2164,185,21.92,11.66,20.44,12.6,40.61,26.35,15.07,23.0,23.09,35.01
03,1147000000,0,60,1231,148,15.89,9.32,22.11,10.55,16.6,8.25,11.11,13.09,12.22,15.01
03,1147000000,1,20,1642,149,13.07,8.72,12.5,10.47,23.46,46.88,10.92,13.07,12.44,29.1
03,1147000000,1,30,1869,227,15.02,14.67,17.47,22.05,20.18,78.42,18.47,19.55,20.8,28.63
03,1147000000,1,40,2542,190,11.17,15.47,14.07,20.34,24.3,44.96,16.84,19.8,18.28,33.81
03,1147000000,1,50,2196,197,13.23,15.71,16.06,19.56,27.71,17.58,17.95,17.87,21.63,32.51
03,1147000000,1,60,1260,170,11.72,13.76,17.22,17.64,16.72,5.61,15.25,16.13,14.78,21.15
03,1150000000,0,20,1935,380,43.38,35.51,36.0,38.28,54.55,52.22,42.05,40.2,43.36,58.43
03,1150000000,0,30,2644,605,71.36,50.09,63.81,51.59,67.48,137.1,59.54,61.32,69.4,64.55
03,1150000000,0,40,2288,308,41.45,25.19,33.53,27.08,59.57,52.89,32.3,31.79,33.68,56.46
03,1150000000,0,50,2174,260,34.67,19.98,28.62,21.67,50.12,23.05,24.45,32.76,34.0,44.24
03,1150000000,0,60,1432,213,26.67,15.34,30.51,18.78,22.34,8.61,17.54,23.05,19.27,20.66
03,1150000000,1,20,2041,470,35.65,29.25,46.24,33.82,27.35,68.23,31.14,44.55,46.63,35.96
03,1150000000,1,30,2568,558,36.29,40.26,40.13,49.36,30.88,109.26,43.6,48.83,51.7,35.67
03,1150000000,1,40,2316,302,21.35,29.01,21.17,35.16,32.89,39.59,29.87,31.9,31.82,40.12
03,1150000000,1,50,2433,302,25.0,27.78,25.2,34.08,39.57,18.39,31.42,31.61,36.98,47.63
03,1150000000,1,60,1557,256,20.39,24.16,25.79,31.08,25.11,6.54,26.24,30.42,24.51,29.24
03,1153000000,0,20,1945,378,43.41,42.85,42.48,39.15,61.95,46.95,45.9,39.0,46.81,55.8
03,1153000000,0,30,2754,561,75.47,57.42,74.7,58.27,65.29,132.36,73.06,54.44,58.37,64.4
03,1153000000,0,40,2563,340,49.06,33.37,51.98,32.73,65.56,56.51,37.54,35.96,33.19,54.72
03,1153000000,0,50,2455,298,42.22,30.0,42.17,26.6,69.85,24.21,33.23,34.03,31.7,58.83
03,1153000000,0,60,1654,226,31.58,22.49,44.69,20.08,35.66,9.44,22.79,21.06,16.04,35.75
03,1153000000,1,20,1972,443,34.75,30.65,52.74,35.28,30.74,59.86,34.72,36.33,44.72,33.58
03,1153000000,1,30,2563,470,38.21,42.62,48.57,46.18,32.09,100.2,44.94,38.49,44.88,34.01
03,1153000000,1,40,2341,298,19.92,30.82,31.87,32.49,27.41,40.2,29.57,26.84,30.0,36.77
03,1153000000,1,50,2568,307,26.1,33.38,37.87,34.01,38.57,19.99,35.26,26.65,33.05,43.5
03,1153000000,1,60,1718,250,19.41,31.7,37.56,29.74,29.48,7.21,28.11,24.18,18.04,38.27
03,1154500000,0,20,1889,453,50.52,51.28,56.03,49.26,57.64,47.42,53.1,49.06,60.18,65.08
03,1154500000,0,30,2210,593,75.12,60.19,77.55,58.14,58.18,100.87,68.43,64.93,68.56,52.73
03,1154500000,0,40,2224,395,54.53,42.36,57.91,41.98,63.88,46.67,48.57,41.66,42.34,59.78
03,1154500000,0,50,2375,392,55.46,37.03,53.82,37.55,65.23,21.54,43.73,51.85,41.91,61.77
03,1154500000,0,60,1407,264,36.33,26.39,44.99,25.17,29.91,7.46,25.24,28.48,18.04,26.89
03,1154500000,1,20,1696,432,34.1,28.37,55.46,30.92,21.43,51.01,30.8,45.81,52.76,30.5
03,1154500000,1,30,1813,423,33.14,39.57,39.94,41.94,29.18,68.99,41.08,38.49,44.96,31.17
03,1154500000,1,40,2062,343,27.13,40.22,34.5,39.13,32.8,33.52,35.7,37.8,36.43,39.94
03,1154500000,1,50,2332,392,32.48,43.16,42.8,49.2,50.82,17.03,46.13,39.51,42.05,60.23
03,1154500000,1,60,1456,291,23.46,35.17,37.07,36.9,27.21,6.04,33.0,30.76,23.27,33.23
03,1156000000,0,20,1566,436,46.8,40.33,43.11,42.33,43.97,45.85,45.96,39.36,51.48,41.15
03,1156000000,0,30,2119,574,65.07,43.78,70.69,46.48,48.23,116.07,54.6,51.21,65.09,45.49
03,1156000000,0,40,1977,313,43.42,28.52,43.74,29.24,52.53,48.48,35.59,28.55,32.55,49.95
03,1156000000,0,50,1968,244,33.12,21.38,34.56,21.55,54.5,20.67,24.85,27.94,30.2,43.98
03,1156000000,0,60,1217,173,21.33,15.39,28.64,15.35,25.64,7.32,16.93,15.08,12.87,22.13
03,1156000000,1,20,1647,522,38.21,30.08,55.26,30.82,19.0,58.99,30.47,40.15,55.68,19.63
03,1156000000,1,30,1946,500,32.1,35.86,43.99,42.52,29.09,87.44,36.99,36.16,46.01,26.97
03,1156000000,1,40,1799,265,18.99,24.9,25.71,27.42,27.01,32.66,25.77,21.73,25.29,31.29
03,1156000000,1,50,1996,239,18.95,23.83,25.57,25.41,35.57,15.51,25.51,17.88,24.8,41.14
03,1156000000,1,60,1284,197,15.57,21.82,22.82,22.58,22.49,5.3,21.38,17.79,15.17,28.89
03,1159000000,0,20,2343,800,89.01,95.76,76.52,108.6,58.8,55.7,107.45,65.26,74.8,47.28
03,1159000000,0,30,2489,592,73.65,61.68,73.13,57.93,64.44,122.62,68.92,62.06,61.85,56.49
03,1159000000,0,40,2111,265,35.17,23.37,35.78,20.6,47.11,49.49,26.95,23.2,26.63,42.96
03,1159000000,0,50,1934,181,21.88,13.23,21.41,11.97,42.97,21.17,15.6,17.28,24.01,33.71
03,1159000000,0,60,1310,158,16.16,10.67,25.99,9.82,21.21,8.08,11.55,11.27,13.19,18.25
03,1159000000,1,20,2318,856,62.25,61.73,88.5,68.9,28.99,70.57,64.03,60.09,63.61,25.45
03,1159000000,1,30,2357,530,36.93,42.31,47.59,41.41,29.33,98.08,39.62,41.52,49.19,29.38
03,1159000000,1,40,2070,252,16.57,23.22,21.7,22.99,26.21,36.39,21.07,21.19,24.37,28.06
03,1159000000,1,50,2184,206,14.91,17.81,18.81,16.55,28.66,16.67,17.72,16.11,22.23,29.24
03,1159000000,1,60,1522,205,14.73,17.98,22.63,17.5,20.18,6.37,17.22,18.5,17.12,21.86
03,1162000000,0,20,2435,1216,120.18,163.92,132.72,124.59,67.29,57.81,130.52,126.81,163.7,53.3
03,1162000000,0,30,2594,1095,135.17,183.12,120.49,136.36,82.18,102.38,141.94,134.19,135.63,76.03
03,1162000000,0,40,1956,415,61.93,73.03,51.35,53.71,67.33,36.63,59.79,51.75,48.07,64.34
03,1162000000,0,50,1717,254,35.41,34.09,30.9,26.53,52.15,15.08,29.5,34.76,34.47,46.51
03,1162000000,0,60,1199,198,24.69,21.98,30.69,17.9,23.95,5.94,17.93,20.3,16.65,22.23
03,1162000000,1,20,2384,1275,97.06,111.16,151.0,85.7,32.47,72.41,85.39,131.24,147.41,25.83
03,1162000000,1,30,2160,844,65.13,110.09,80.22,83.83,38.82,79.58,80.27,87.24,100.92,36.12
03,1162000000,1,40,1739,340,28.14,55.2,29.9,43.16,33.64,26.19,39.07,37.95,39.35,36.39
03,1162000000,1,50,1886,272,23.56,38.4,24.53,31.5,38.16,12.71,29.73,25.64,31.64,40.74
03,1162000000,1,60,1395,245,19.2,35.91,30.33,28.98,27.47,5.21,25.93,27.58,23.36,31.69
03,1165000000,0,20,1449,273,33.22,20.73,23.62,23.87,29.7,39.59,30.13,29.92,24.54,27.82
03,1165000000,0,30,1866,420,58.7,32.56,35.7,35.15,39.07,108.68,46.94,40.06,34.78,34.76
03,1165000000,0,40,2050,217,31.84,13.88,21.52,15.95,44.9,57.75,23.12,18.39,18.01,40.55
03,1165000000,0,50,1621,132,15.78,6.64,9.58,7.78,35.61,22.34,11.17,11.88,16.6,26.65
03,1165000000,0,60,1069,100,9.26,4.59,12.33,5.14,16.4,9.23,6.13,6.81,8.26,12.42
03,1165000000,1,20,1630,342,29.59,17.15,25.23,19.69,15.27,54.38,23.97,31.7,24.46,15.44
03,1165000000,1,30,2143,469,35.38,28.5,27.83,33.24,24.88,98.38,35.72,39.49,30.78,25.69
03,1165000000,1,40,2185,217,15.2,13.9,11.03,16.69,26.31,40.82,17.72,18.29,14.99,25.74
03,1165000000,1,50,1779,153,10.37,9.72,6.62,10.2,24.05,14.99,11.87,12.58,15.22,21.07
03,1165000000,1,60,1223,132,8.22,8.13,9.08,9.6,16.95,5.99,9.27,11.09,10.77,15.27
03,1168000000,0,20,1625,358,40.41,31.82,38.82,38.43,39.38,46.37,42.46,49.79,41.93,31.87
03,1168000000,0,30,2020,669,92.16,69.85,72.25,76.68,50.39,113.59,83.87,86.15,67.48,44.76
03,1168000000,0,40,2093,296,46.06,29.37,33.27,31.22,52.66,56.51,38.18,34.53,26.71,45.02
03,1168000000,0,50,1796,158,20.91,10.74,13.7,12.04,42.33,24.71,15.37,18.88,20.04,32.57
03,1168000000,0,60,1111,127,13.61,7.37,19.78,8.33,20.67,9.12,9.02,11.9,12.24,16.26
03,1168000000,1,20,1800,469,41.34,31.71,43.28,38.68,22.77,60.88,37.45,65.04,45.73,22.55
03,1168000000,1,30,2314,732,63.12,72.56,47.69,71.72,36.39,100.65,68.73,94.34,58.41,35.98
03,1168000000,1,40,2365,306,25.59,33.5,18.85,31.65,37.17,40.31,32.39,38.61,24.68,36.34
03,1168000000,1,50,1929,185,15.35,15.52,12.26,16.67,32.33,15.63,17.43,18.91,19.76,30.12
03,1168000000,1,60,1285,172,13.43,12.19,18.56,14.67,20.23,6.31,12.91,19.88,16.04,18.75
03,1171000000,0,20,1624,253,28.67,28.05,21.31,25.58,43.06,41.15,27.05,26.32,27.88,40.53
03,1171000000,0,30,2033,442,52.98,42.34,47.66,37.36,44.83,107.24,42.95,43.36,46.99,42.81
03,1171000000,0,40,2091,258,34.28,22.49,30.87,21.97,47.3,52.84,25.74,25.03,25.78,42.22
03,1171000000,0,50,1899,168,18.5,11.54,15.32,11.48,35.97,23.4,13.81,18.46,21.56,32.84
03,1171000000,0,60,1237,130,12.57,8.59,16.31,8.92,21.38,8.96,9.23,10.27,11.47,16.6
03,1171000000,1,20,1687,327,25.72,22.16,25.75,20.72,19.48,52.34,18.4,31.2,30.18,21.69
03,1171000000,1,30,2151,436,31.03,39.66,30.43,36.63,28.82,89.32,33.01,36.02,37.38,28.65
03,1171000000,1,40,2174,264,18.02,26.6,16.35,25.7,29.26,37.75,23.24,25.42,24.47,27.6
03,1171000000,1,50,2051,195,13.66,18.08,13.57,18.41,31.34,15.87,17.81,18.37,21.9,33.81
03,1171000000,1,60,1275,152,10.29,14.26,13.15,14.01,17.45,5.76,12.96,13.45,12.32,21.0
03,1174000000,0,20,1722,297,31.35,29.48,26.71,28.98,47.31,42.02,30.94,26.15,32.3,44.35
03,1174000000,0,30,2049,383,45.49,34.76,38.07,32.75,48.13,104.85,38.73,38.24,41.65,41.3
03,1174000000,0,40,2046,250,31.7,22.1,27.83,21.55,45.02,48.73,25.24,22.75,27.09,38.7
03,1174000000,0,50,2055,281,30.43,21.4,23.16,19.92,42.97,22.63,23.16,30.21,35.76,35.58
03,1174000000,0,60,1347,201,21.67,14.88,25.44,14.08,20.5,8.09,15.03,16.45,14.72,18.77
03,1174000000,1,20,1646,316,25.51,22.46,27.71,22.38,19.72,50.29,19.55,25.13,27.44,21.46
03,1174000000,1,30,2006,343,24.2,30.23,24.34,32.84,30.0,80.65,29.01,27.53,31.39,32.45
03,1174000000,1,40,2086,240,15.46,26.14,15.74,26.64,26.13,34.88,22.16,23.73,22.95,28.55
03,1174000000,1,50,2257,308,25.39,27.96,18.2,29.34,37.97,17.06,28.94,24.35,29.76,42.05
03,1174000000,1,60,1397,227,16.79,24.95,20.45,25.1,19.37,5.82,23.84,20.5,16.85,23.04
04,1111000000,0,20,841,317,37.91,41.3,32.95,43.94,25.15,21.44,46.47,27.31,32.38,24.94
04,1111000000,0,30,702,227,31.13,31.86,24.49,26.92,23.26,33.11,29.69,25.33,21.5,23.38
04,1111000000,0,40,764,145,25.16,25.02,17.04,21.9,25.44,15.71,23.94,13.79,12.52,26.94
04,1111000000,0,50,762,121,19.55,19.81,12.92,20.08,29.34,6.38,20.32,16.18,12.8,30.37
04,1111000000,0,60,472,97,13.6,13.55,13.33,12.37,14.47,2.45,12.21,9.45,7.84,15.05
04,1111000000,1,20,841,340,28.89,34.5,29.79,30.68,11.71,24.05,27.11,26.82,25.18,13.06
04,1111000000,1,30,659,196,18.9,26.0,14.05,19.77,12.51,24.48,21.58,18.84,15.58,14.54
04,1111000000,1,40,784,133,11.66,21.6,9.62,16.42,13.74,11.95,16.42,13.06,11.73,17.71
04,1111000000,1,50,784,117,11.78,19.22,8.61,20.2,22.43,5.06,18.89,11.91,11.75,29.1
04,1111000000,1,60,523,107,10.61,19.08,9.71,15.62,13.16,1.89,14.52,10.11,8.7,16.34
04,1114000000,0,20,675,232,23.84,26.51,31.4,27.05,15.03,19.58,26.88,22.82,27.21,14.34
04,1114000000,0,30,791,246,32.13,28.6,39.74,27.18,20.26,41.12,31.15,24.85,24.45,21.85
04,1114000000,0,40,752,173,29.08,26.05,29.7,24.54,27.91,16.85,29.62,17.99,15.53,30.6
04,1114000000,0,50,718,122,21.5,15.64,17.78,17.33,28.87,6.67,19.74,14.42,13.69,28.09
04,1114000000,0,60,471,101,13.33,10.28,18.06,10.93,12.51,2.58,11.26,9.5,8.77,12.89
04,1114000000,1,20,676,252,18.55,21.07,33.67,16.16,7.3,23.29,15.47,21.07,23.26,7.67
04,1114000000,1,30,719,205,16.4,23.65,21.72,18.86,12.13,31.13,19.51,17.04,16.88,13.86
